9.044,913.948,28997.764,10936.235,12.0
13.096,967.633,8984.302,16920.689,12.0
12.093,1187.563,16426.93,20782.129,12.0
15.162,1196.026,30972.654,21939.605,12.0
12.759,2136.418,481886.231,197669.738,12.0
12.546,2690.982,411893.163,65476.046,12.0
10.592,1444.751,25138.185,34250.941,12.0
39.662,1152.456,14442.362,29911.644,12.0
7.519,1002.271,8000.618,23187.452,12.0
12.085,2393.627,370391.424,918883.89,12.0
6.84,769.038,4421.958,9246.285,12.0
10.159,882.58,49940.477,15844.054,12.0
9.945,708.553,18875.315,9175.256,12.0
9.474,866.981,6646.537,14528.83,12.0
12.707,1049.947,9871.112,19155.581,12.0
