9.044,913.948,28997.764,10936.235,12.0
13.096,967.633,8984.302,16920.689,12.0
12.093,1187.563,16426.93,20782.129,12.0
15.162,1196.026,30972.654,21939.605,12.0
12.759,2136.418,481886.231,197669.738,12.0
12.546,2690.982,411893.163,65476.046,12.0
10.592,1444.751,25138.185,34250.941,12.0
39.662,1152.456,14442.362,29911.644,12.0
7.519,1002.271,8000.618,23187.452,12.0
12.085,2393.627,370391.424,918883.89,12.0
6.84,769.038,4421.958,9246.285,12.0
10.159,882.58,49940.477,15844.054,12.0
9.945,708.553,18875.315,9175.256,12.0
9.474,866.981,6646.537,14528.83,12.0
12.707,1049.947,9871.112,19155.581,12.0
24.017,1664.184,72806.782,35663.27,15.0
8.126,955.266,13410.011,16077.437,15.0
8.512,838.34,41263.554,17693.237,15.0
4.286,915.004,6743.212,27705.249,15.0
5.585,677.889,15919.836,12817.183,15.0
24.119,931.741,50661.38,13056.265,15.0
32.837,969.533,14956.487,19147.16,15.0
9.014,922.409,13111.897,26709.12,15.0
11.239,1589.62,123481.013,37001.456,15.0
10.015,837.207,22202.029,13556.678,15.0
17.602,1250.706,77805.225,25669.362,15.0
3.356,750.045,11099.293,14176.403,16.0
3.72,748.341,5861.789,14709.031,16.0
7.579,816.117,19929.443,20648.849,16.0
3.361,546.639,5104.618,8127.438,16.0
14.17,787.61,8832.503,15789.911,16.0
3.724,711.233,8436.286,14367.538,16.0
5.513,777.275,12321.404,12629.775,16.0
3.976,649.684,4436.114,10611.649,16.0
7.171,725.104,20124.684,22875.859,16.0
4.872,714.409,3928.419,20495.632,16.0
7.578,732.283,19527.55,16378.588,16.0
5.799,829.894,10297.25,18911.078,16.0
4.248,1118.029,224344.681,11937.357,20.0
6.559,2778.135,511167.727,142929.808,20.0
9.922,3448.723,1316306.899,159571.892,20.0
8.318,734.733,32740.31,11338.25,20.0
12.936,977.8,39787.905,31406.642,20.0
7.474,723.324,13570.734,8555.16,20.0
6.004,908.211,132713.818,34066.419,20.0
3.375,568.116,1271.542,6704.17,20.0
10.025,1993.001,458094.362,527438.522,20.0
11.084,752.954,34164.622,7401.929,20.0
7.614,1946.842,425346.55,486327.232,21.0
7.347,917.108,159833.674,79996.733,21.0
4.124,789.615,21264.029,15148.289,21.0
12.327,844.612,15262.269,15831.386,21.0
3.98,587.207,6806.853,9234.103,21.0
4.334,1551.399,149673.148,155458.907,21.0
3.622,721.346,7668.065,10255.503,21.0
5.339,1137.256,148476.104,125171.462,21.0
5.522,622.951,23756.77,9203.496,21.0
3.866,585.44,9557.792,6563.01,21.0
8.301,1352.205,48726.593,29861.99,23.0
4.516,521.774,4899.747,7531.68,23.0
11.296,855.067,37458.125,13925.692,23.0
5.827,501.375,14372.565,6004.178,23.0
5.639,807.597,47038.436,12736.531,23.0
6.306,462.492,5987.394,6771.987,23.0
6.681,704.838,7526.016,12091.524,23.0
4.404,531.733,3132.676,6693.579,23.0
5.545,752.691,3081.83,14613.458,23.0
6.93,564.714,8963.663,11341.865,23.0
8.664,678.758,6192.186,12921.918,23.0
5.973,674.392,29641.173,11289.096,23.0
10.912,932.833,40121.503,20470.273,23.0
11.622,792.867,23377.018,16711.205,23.0
3.795,539.647,9605.518,12076.635,29.0
2.243,337.34,31202.196,3807.649,29.0
3.572,476.074,44044.899,13780.716,29.0
6.546,4534.861,1285690.665,3279375.664,29.0
10.178,4454.582,1880644.27,1056180.949,29.0
4.449,5555.95,658894.706,4458334.705,29.0
2.689,361.683,30618.907,3740.592,29.0
6.674,584.03,39839.066,12534.314,29.0
4.441,523.991,41051.439,13085.522,29.0
5.779,396.095,26970.09,4498.669,29.0
10.709,491.849,35884.434,13004.699,29.0
5.337,2922.175,951800.785,2235997.212,29.0
4.099,374.953,30337.427,9073.768,29.0
2.851,433.397,38976.035,5650.2,29.0
2.466,388.585,32055.429,8153.531,29.0
4.9,723.956,15260.808,10589.078,35.0
8.54,740.258,11815.942,9851.073,35.0
7.024,741.135,9475.717,11273.467,35.0
17.444,853.067,16290.388,13122.784,35.0
7.678,679.597,11725.546,8170.773,35.0
11.868,723.777,16050.376,10472.691,35.0
8.871,620.916,11336.626,7723.845,35.0
29.258,1185.57,5916.359,23866.378,35.0
12.588,917.266,3428.783,7316.949,35.0
16.444,734.508,5046.022,10625.456,35.0
7.981,1131.006,16092.715,420460.16,35.0
8.286,640.375,3223.593,9134.088,35.0
5.896,372.607,13442.88,2510.679,7.0
2.992,584.641,22135.874,6035.428,7.0
2.539,461.043,10485.694,5065.935,7.0
5.057,558.156,7204.764,7341.599,7.0
6.058,564.94,7274.233,6827.536,7.0
4.179,910.691,232881.316,73436.772,7.0
3.385,598.572,11441.462,6082.242,7.0
2.461,576.398,14909.73,7908.117,7.0
2.529,535.227,10055.469,6078.213,7.0
10.329,672.466,9034.83,8309.157,7.0
3.828,1436.796,31605.505,98365.629,7.0
3.04,926.24,164613.771,33228.573,7.0
3.585,2773.975,808575.546,177482.448,9.0
6.281,356.592,12484.487,3812.347,9.0
4.445,1746.378,667084.535,54971.357,9.0
5.941,370.128,12242.353,2860.014,9.0
3.553,480.657,15329.177,5354.473,9.0
3.335,429.561,14050.064,3071.541,9.0
3.45,2097.152,854580.089,40291.615,9.0
2.906,446.815,14810.048,3275.276,9.0
3.642,405.018,12987.764,3728.855,9.0
