3.795,539.647,9605.518,12076.635,29.0
2.243,337.34,31202.196,3807.649,29.0
3.572,476.074,44044.899,13780.716,29.0
6.546,4534.861,1285690.665,3279375.664,29.0
10.178,4454.582,1880644.27,1056180.949,29.0
4.449,5555.95,658894.706,4458334.705,29.0
2.689,361.683,30618.907,3740.592,29.0
6.674,584.03,39839.066,12534.314,29.0
4.441,523.991,41051.439,13085.522,29.0
5.779,396.095,26970.09,4498.669,29.0
10.709,491.849,35884.434,13004.699,29.0
5.337,2922.175,951800.785,2235997.212,29.0
4.099,374.953,30337.427,9073.768,29.0
2.851,433.397,38976.035,5650.2,29.0
2.466,388.585,32055.429,8153.531,29.0
